Partner,HS code,Product Name,Year,TariffRate
Thailand,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,3.4
Thailand,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,23.34
Thailand,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,18.11
Togo,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,5.75
Togo,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,20
Tonga,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,2.87
Tonga,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,4.29
Trinidad and Tobago,39,PLASTICS AND ARTICLES THEREOF,2017,7.91
Trinidad and Tobago,73,ARTICLES OF IRON OR STEEL,2016,3.24
Trinidad and Tobago,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,1.1
Trinidad and Tobago,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2023,1.26
Trinidad and Tobago,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2022,5.32
Trinidad and Tobago,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2021,18.22
Trinidad and Tobago,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,2.69
Trinidad and Tobago,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2019,7.51
United Arab Emirates,39,PLASTICS AND ARTICLES THEREOF,2015,5
United Arab Emirates,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,4.7
United Arab Emirates,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,2.71
United Arab Emirates,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,3.42
Tunisia,39,PLASTICS AND ARTICLES THEREOF,2012,2.58
Tunisia,73,ARTICLES OF IRON OR STEEL,2015,12.17
Tunisia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,13.89
Tunisia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,13.26
Tunisia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,29.3
Turkey,73,ARTICLES OF IRON OR STEEL,2016,2.63
Turkey,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,7.09
Uganda,39,PLASTICS AND ARTICLES THEREOF,2012,3.26
Uganda,73,ARTICLES OF IRON OR STEEL,2015,19.2
Uganda,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,4.27
Uganda,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,6.99
Uganda,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,14.17
Ukraine,39,PLASTICS AND ARTICLES THEREOF,2019,2.18
Ukraine,73,ARTICLES OF IRON OR STEEL,2020,4.18
Ukraine,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,2.05
Ukraine,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,7.5
Ukraine,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,1.57
Ukraine,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,3.41
North Macedonia,39,PLASTICS AND ARTICLES THEREOF,2016,2.6
North Macedonia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,4.87
North Macedonia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,4.61
North Macedonia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,0.09
"Egypt, Arab Rep.",39,PLASTICS AND ARTICLES THEREOF,2015,1.02
"Egypt, Arab Rep.",73,ARTICLES OF IRON OR STEEL,2018,17.73
"Egypt, Arab Rep.",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,3.81
"Egypt, Arab Rep.",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,3.86
"Egypt, Arab Rep.",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,25.82
United Kingdom,73,ARTICLES OF IRON OR STEEL,2013,2.49
United Kingdom,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,1.11
United Kingdom,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,3.77
United Kingdom,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,1.81
Tanzania,39,PLASTICS AND ARTICLES THEREOF,2015,15.48
Tanzania,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,5.19
Tanzania,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,10.88
Tanzania,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0.28
Burkina Faso,39,PLASTICS AND ARTICLES THEREOF,2015,13.75
Burkina Faso,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,9.2
Uruguay,39,PLASTICS AND ARTICLES THEREOF,2015,6.8
Uruguay,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,2.36
Uruguay,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,11.5
Uruguay,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,17.22
Uzbekistan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,8.82
Venezuela,39,PLASTICS AND ARTICLES THEREOF,2014,13.98
Venezuela,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,11.39
Venezuela,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,9.13
Wallis and Futura Isl.,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,10
Wallis and Futura Isl.,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,10
Wallis and Futura Isl.,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,6
Samoa,39,PLASTICS AND ARTICLES THEREOF,2016,8.05
Samoa,73,ARTICLES OF IRON OR STEEL,2017,8
Samoa,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,9.01
Samoa,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,11.86
Samoa,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,8.77
Samoa,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,8
Yemen,39,PLASTICS AND ARTICLES THEREOF,2016,5.31
Yemen,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,4.96
Yemen,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,14.54
Yemen,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,6.26
"Serbia, FR(Serbia/Montenegro)",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,3.15
"Serbia, FR(Serbia/Montenegro)",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,1.14
Zambia,39,PLASTICS AND ARTICLES THEREOF,2014,3.04
Zambia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,6.54
Zambia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,5.01
Zambia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,13.51
Zambia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,31.95
European Union,73,ARTICLES OF IRON OR STEEL,2014,2.68
European Union,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,1.47
European Union,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,7.52
European Union,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,1.67
Albania,39,PLASTICS AND ARTICLES THEREOF,2021,0.32
Albania,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,0.08
Albania,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,0.26
Albania,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,0.02
Algeria,39,PLASTICS AND ARTICLES THEREOF,2018,6.1
Algeria,73,ARTICLES OF IRON OR STEEL,2021,9.53
Algeria,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,14.4
Algeria,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,5.01
Algeria,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,29.97
Angola,73,ARTICLES OF IRON OR STEEL,2018,13.74
Angola,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,0.35
Angola,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2022,10.64
Angola,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,0.3
Angola,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,16.43
Azerbaijan,39,PLASTICS AND ARTICLES THEREOF,2023,4.76
Azerbaijan,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,2.22
Azerbaijan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,4.19
Azerbaijan,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2022,1.73
Argentina,39,PLASTICS AND ARTICLES THEREOF,2019,10.69
Argentina,73,ARTICLES OF IRON OR STEEL,2021,14.89
Argentina,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2023,10.36
Argentina,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,13.03
Argentina,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,8.06
Argentina,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2023,21.77
Australia,73,ARTICLES OF IRON OR STEEL,2019,4.91
Australia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,2.35
Australia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,4.28
Australia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,4.51
Austria,39,PLASTICS AND ARTICLES THEREOF,2021,5.87
Austria,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,1.03
Austria,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,9.06
Austria,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,0.18
Bahrain,39,PLASTICS AND ARTICLES THEREOF,2018,5
Bahrain,73,ARTICLES OF IRON OR STEEL,2021,5
Bahrain,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,2.35
Bahrain,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,3.78
Bahrain,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,5
Bangladesh,73,ARTICLES OF IRON OR STEEL,2018,21.27
Bangladesh,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,3.41
Bangladesh,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2022,6.39
Bangladesh,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,1.46
Bangladesh,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,23.02
Armenia,39,PLASTICS AND ARTICLES THEREOF,2021,3.91
Armenia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,1.38
Armenia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,2.46
Armenia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,2.07
Barbados,39,PLASTICS AND ARTICLES THEREOF,2021,12.86
Barbados,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,10.08
Barbados,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2022,7.52
Belgium,39,PLASTICS AND ARTICLES THEREOF,2021,5.67
Belgium,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,1.34
Belgium,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,8.07
Belgium,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,0.09
Bermuda,39,PLASTICS AND ARTICLES THEREOF,2018,22.96
Bermuda,73,ARTICLES OF IRON OR STEEL,2021,23.11
Bermuda,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,25.71
Bermuda,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,17.95
Bermuda,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,23.77
Bhutan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,18.76
Bhutan,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,5.3
Bolivia,39,PLASTICS AND ARTICLES THEREOF,2023,8.98
Bolivia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,3.58
Bolivia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,8.13
Bolivia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,9.01
Bolivia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,6.26
Bolivia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,23
Bosnia and Herzegovina,73,ARTICLES OF IRON OR STEEL,2017,9.49
Bosnia and Herzegovina,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,5.01
Bosnia and Herzegovina,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,10.9
Bosnia and Herzegovina,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,3.01
Botswana,39,PLASTICS AND ARTICLES THEREOF,2019,5.28
Botswana,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,1.73
Botswana,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,4.81
Botswana,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,0
Botswana,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,10.8
Brazil,73,ARTICLES OF IRON OR STEEL,2017,14.13
Brazil,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,10.51
Brazil,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,11.26
Brazil,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,14.76
Brazil,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,10.56
Brazil,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2022,17.71
Belize,73,ARTICLES OF IRON OR STEEL,2020,7.84
Belize,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,9.41
Belize,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,7.75
Solomon Islands,39,PLASTICS AND ARTICLES THEREOF,2021,10
Solomon Islands,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,6.8
Solomon Islands,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2023,9.99
Solomon Islands,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2023,10
Brunei,39,PLASTICS AND ARTICLES THEREOF,2019,0
Brunei,73,ARTICLES OF IRON OR STEEL,2020,0
Brunei,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,0
Brunei,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2022,0.03
Brunei,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2023,0
Brunei,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,4.32
Bulgaria,39,PLASTICS AND ARTICLES THEREOF,2018,6.15
Bulgaria,73,ARTICLES OF IRON OR STEEL,2021,2.76
Bulgaria,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,1.12
Bulgaria,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,0.73
Bulgaria,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,1.35
Myanmar,39,PLASTICS AND ARTICLES THEREOF,2023,2.06
Myanmar,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,3
Myanmar,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,3.68
Myanmar,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,15.64
Myanmar,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,2.2
Myanmar,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,4.11
Burundi,73,ARTICLES OF IRON OR STEEL,2021,23.91
Burundi,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,4.22
Burundi,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2019,25
Belarus,73,ARTICLES OF IRON OR STEEL,2017,8.03
Belarus,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,3.98
Belarus,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,2.68
Belarus,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,1.43
Cambodia,39,PLASTICS AND ARTICLES THEREOF,2020,1.96
Cambodia,73,ARTICLES OF IRON OR STEEL,2022,14.04
Cambodia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,13.2
Cambodia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,18.78
Cambodia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2022,5.14
Cameroon,39,PLASTICS AND ARTICLES THEREOF,2019,13.72
Canada,39,PLASTICS AND ARTICLES THEREOF,2018,1.07
Canada,73,ARTICLES OF IRON OR STEEL,2021,1.34
Canada,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,0.38
Canada,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,0.14
Canada,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,3.95
Cape Verde,73,ARTICLES OF IRON OR STEEL,2022,14.46
Cape Verde,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2022,12.08
Cape Verde,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2022,0.22
Sri Lanka,39,PLASTICS AND ARTICLES THEREOF,2020,2.74
Sri Lanka,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,1.9
Sri Lanka,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,24.29
Sri Lanka,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,20.47
Chile,39,PLASTICS AND ARTICLES THEREOF,2023,6
Chile,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,6
Chile,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,6
Chile,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,5.96
Chile,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,6
Chile,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,6
China,73,ARTICLES OF IRON OR STEEL,2017,8.56
China,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,3.01
China,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,22.96
China,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,2.08
"Taiwan, China",39,PLASTICS AND ARTICLES THEREOF,2019,3.21
"Taiwan, China",73,ARTICLES OF IRON OR STEEL,2020,6.27
"Taiwan, China",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,0.51
"Taiwan, China",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2022,0.39
"Taiwan, China",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2023,16.97
"Taiwan, China",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,2.14
Colombia,39,PLASTICS AND ARTICLES THEREOF,2018,3.3
Colombia,73,ARTICLES OF IRON OR STEEL,2019,3.3
Colombia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,1.3
Colombia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,1.81
Colombia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2022,14.71
Colombia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2023,2.43
Comoros,39,PLASTICS AND ARTICLES THEREOF,2021,20
Comoros,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,0
Cook Islands,73,ARTICLES OF IRON OR STEEL,2021,0
Cook Islands,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,0
Cook Islands,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,0
Costa Rica,39,PLASTICS AND ARTICLES THEREOF,2018,3.81
Costa Rica,73,ARTICLES OF IRON OR STEEL,2021,2.95
Costa Rica,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,1.8
Costa Rica,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,0.18
Costa Rica,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,11.69
Croatia,73,ARTICLES OF IRON OR STEEL,2018,2.64
Croatia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,1.49
Croatia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,5.43
Croatia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,2.05
Cuba,39,PLASTICS AND ARTICLES THEREOF,2022,10.26
Cuba,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,10.67
Cuba,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2023,10.02
Cuba,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,10.2
Cyprus,39,PLASTICS AND ARTICLES THEREOF,2017,6.15
Cyprus,73,ARTICLES OF IRON OR STEEL,2020,2.25
Cyprus,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,1.05
Cyprus,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2021,7.61
Cyprus,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2019,0.41
Czech Republic,73,ARTICLES OF IRON OR STEEL,2017,2.79
Czech Republic,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,1.37
Czech Republic,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,8.15
Czech Republic,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0.19
Benin,39,PLASTICS AND ARTICLES THEREOF,2019,5.93
Benin,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,6.03
Burkina Faso,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,6.48
Burkina Faso,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,12.34
Burkina Faso,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,15.01
Burkina Faso,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2007,5.9
Burkina Faso,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,18.48
Uruguay,39,PLASTICS AND ARTICLES THEREOF,2008,4.18
Uruguay,73,ARTICLES OF IRON OR STEEL,2011,13.65
Uruguay,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2009,4.96
Uruguay,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,11.36
Uruguay,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2010,15.98
Uzbekistan,73,ARTICLES OF IRON OR STEEL,2012,10
Uzbekistan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2009,10.02
Samoa,39,PLASTICS AND ARTICLES THEREOF,2011,8.03
Yemen,39,PLASTICS AND ARTICLES THEREOF,2011,5.7
Yemen,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,3.82
"Serbia, FR(Serbia/Montenegro)",39,PLASTICS AND ARTICLES THEREOF,2011,3.79
"Serbia, FR(Serbia/Montenegro)",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2011,3.14
"Serbia, FR(Serbia/Montenegro)",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,7.82
"Serbia, FR(Serbia/Montenegro)",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2011,11.12
Zambia,73,ARTICLES OF IRON OR STEEL,2009,14.84
Zambia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,14.21
Zambia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2010,5.2
Zambia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2008,13.66
European Union,39,PLASTICS AND ARTICLES THEREOF,2011,5.85
European Union,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2009,1.13
European Union,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,7.84
European Union,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2010,0.66
Afghanistan,39,PLASTICS AND ARTICLES THEREOF,2013,5.31
